OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice
6,1080,2,484,1084,1080,1,5,1983,1983,134000
5,789,1,200,768,789,1,5,1926,1950,96500
10,2020,3,900,2006,2020,2,9,2009,2009,402861
6,2119,2,583,689,1378,2,7,1972,1972,158000
7,2344,3,889,1264,1277,2,7,1996,1997,265000
6,1796,2,546,794,882,2,7,1998,1998,211000
7,2080,1,282,1276,1276,1,9,1926,2004,234000
4,1294,0,0,0,694,2,7,1900,2000,106250
6,1244,1,336,1244,1244,1,6,1957,1957,150000
6,1664,2,420,1004,1004,2,7,1947,1950,159000
10,4676,3,884,3138,3138,3,11,2007,2008,184750
7,2398,3,834,1379,1383,2,8,1996,1997,315750
7,1266,2,453,1257,1266,2,6,2005,2005,176000
5,928,1,252,928,928,1,4,1956,2000,132000
9,2713,3,858,1452,1476,2,11,2008,2008,446261
4,605,0,0,528,605,1,5,1920,2002,86000
6,2515,2,484,2035,2515,3,9,1957,1975,200624
6,1509,2,600,1461,1509,2,5,1988,1989,175000
6,1362,2,502,611,751,2,6,1920,1999,128000
5,827,1,392,0,827,1,5,1955,2007,107500
1,334,0,0,0,334,1,2,1946,1950,39300
8,1414,2,403,707,707,2,6,2004,2004,178000
5,1347,0,0,1117,820,1,5,1910,1991,107500
7,1724,2,527,880,880,2,8,1998,1999,188000
4,864,2,576,864,864,1,5,1972,1972,111250
5,1159,1,336,1051,1159,1,7,1968,1968,158000
8,1601,2,670,1581,1601,2,6,2001,2002,272000
9,1838,3,765,1838,1838,2,8,2006,2006,315000
8,2285,3,648,969,997,2,8,2000,2000,248000
7,1680,2,583,1650,1680,2,7,1998,1999,213250
7,767,1,367,723,767,1,4,1998,1998,133000
7,1496,2,426,654,664,2,7,2006,2006,179665
7,2183,3,786,1204,1377,2,9,1988,1988,229000
6,1635,2,440,1065,915,1,6,1923,1950,210000
5,768,2,624,768,768,1,5,1970,1970,129500
5,825,2,720,825,825,1,4,1955,1995,125000
7,2094,2,615,912,912,2,8,2003,2004,263000
6,1069,2,440,1069,1069,2,4,1977,1977,140000
5,928,1,288,928,928,1,5,1957,1957,112500
8,1717,3,908,1709,1717,2,7,2006,2006,255500
4,1126,2,520,0,1126,2,5,1949,2003,108000
7,2046,3,871,998,1006,2,8,2003,2004,284000
5,1048,1,280,993,1048,1,5,1922,1950,113000
5,1092,1,299,1092,1092,1,6,1957,1957,141000
4,1336,1,570,637,897,1,7,1920,1950,108000
7,1446,2,406,729,729,2,6,1996,1997,175000
7,1557,2,420,1374,1557,2,7,2003,2004,234000
5,1392,2,528,1392,1392,1,5,1957,1996,121500
5,1389,2,418,1389,1389,1,6,1974,1975,170000
5,996,0,0,996,996,1,6,1940,1969,108000
6,1674,2,396,1163,1163,2,8,1918,1950,185000
7,2295,2,590,1095,1166,2,9,1992,2000,268000
6,1647,1,216,806,841,1,6,1915,1950,128000
9,2504,3,656,1122,1134,2,11,2005,2007,325000
7,1535,2,532,1517,1535,2,7,2004,2004,214000
8,2132,2,612,1496,1496,1,5,1983,2009,316600
5,943,2,600,943,943,1,4,1979,1979,135960
5,1728,2,576,1728,1728,2,10,1965,1965,142600
6,864,1,288,864,864,1,4,1959,1959,120000
7,1692,2,650,846,846,2,6,2009,2009,224500
7,1430,2,400,384,774,2,8,2000,2000,170000
5,1109,1,288,372,576,1,5,1971,2005,139000
5,1216,1,336,832,832,1,6,1947,1950,118500
7,1477,1,216,861,877,2,6,1928,1950,145000
5,1320,2,564,1164,1320,1,6,1966,1966,164500
7,1392,2,540,689,703,2,5,2007,2007,146000
5,1795,1,352,1050,1050,2,7,1954,1954,131500
6,1429,2,572,1144,1429,1,7,1960,1987,181900
8,2042,3,1390,2042,2042,2,8,2008,2009,253293
6,816,0,0,816,816,1,5,1990,1990,118500
10,2775,2,880,1237,1521,3,9,1893,2000,325000
4,1573,1,240,884,989,1,6,1935,1995,133000
8,2028,3,880,1868,2028,2,7,2005,2006,369900
6,838,1,275,816,838,1,5,1918,2000,130000
5,860,2,528,840,860,1,4,1982,1982,137000
5,1473,1,452,1437,1473,1,5,1968,2003,143000
5,935,1,308,742,779,1,4,1930,1960,79500
7,1582,2,520,770,770,2,6,2004,2004,185900
10,2296,3,842,1722,1728,2,10,2008,2008,451950
5,816,2,816,816,816,1,4,1982,2003,138000
6,848,2,420,848,848,1,4,2003,2003,140000
5,924,1,280,924,924,1,5,1975,1975,110000
8,1826,3,758,1814,1826,2,7,2005,2006,319000
6,1368,1,216,684,684,1,7,1910,1993,114504
7,1402,3,648,1258,1402,0,7,2006,2007,194201
5,1647,2,621,1430,1647,2,7,1977,1977,217500
6,1556,2,452,716,716,2,6,1980,1980,151000
8,1904,2,736,1058,1058,2,8,2005,2005,275000
6,1375,1,544,780,780,1,6,1937,1950,141000
8,1915,2,506,908,927,2,8,1992,1992,220000
7,1200,2,480,600,600,2,4,2004,2005,151000
7,1494,2,530,1494,1494,2,6,2002,2002,221000
7,1986,2,486,768,1186,2,7,1965,1990,205000
5,1040,2,576,1040,1040,1,6,1996,1996,152000
5,2008,1,230,896,1112,3,8,1948,2002,225000
8,3194,2,380,965,1940,2,10,1934,1998,359100
4,1029,1,261,1029,1029,1,5,1961,1961,118500
9,2153,3,736,1440,1476,2,8,2000,2000,313000
6,1032,2,564,1032,1032,2,6,1978,1978,148000
8,1872,2,531,1299,1299,2,7,2001,2001,261500
5,1120,0,0,1120,1120,1,6,2007,2007,147000
4,630,0,0,630,630,1,3,1972,1972,75500
6,1054,2,480,936,1054,1,6,1963,1963,137500
6,1509,2,393,783,807,2,7,2002,2003,183200
6,832,2,528,832,832,1,4,1954,1954,105500
9,1828,3,774,1822,1828,2,9,2007,2007,314813
8,2262,3,749,1482,1482,2,10,2003,2003,305000
3,864,0,0,864,864,1,5,1914,1950,67000
6,2614,2,624,1522,1548,2,9,1974,1997,240000
5,980,2,484,980,980,1,6,1977,1977,135000
6,1512,2,440,756,756,2,4,2000,2000,168500
6,1790,2,484,732,1012,1,8,1972,1972,165150
6,1116,2,440,1116,1116,1,5,1962,1962,160000
5,1422,1,286,978,1422,1,6,1960,1978,139900
6,1520,1,364,1156,1520,1,7,1955,1972,153000
5,2080,2,504,1040,1040,1,9,1969,1969,135000
6,1350,2,520,1248,1350,1,6,1964,1964,168500
5,1750,1,240,636,1089,1,8,1880,1991,124000
8,1554,2,627,1554,1554,2,6,2006,2006,209500
7,1411,2,544,1386,1411,2,6,1977,1977,82500
5,1056,1,260,1056,1056,1,6,1954,2005,139400
6,1056,2,576,1056,1056,0,4,1980,1980,144000
6,3395,0,0,1440,1440,2,14,1914,1995,200000
2,800,0,0,264,800,1,4,1936,1950,60000
5,1387,1,256,811,811,2,7,1954,1954,93000
5,796,0,0,796,796,1,4,1910,1950,85000
8,1567,3,648,1520,1567,2,7,2006,2006,264561
8,1518,2,588,1518,1518,1,6,2003,2004,274000
7,1929,2,650,1057,1057,2,7,2001,2001,226000
8,2704,2,538,1952,2000,2,9,1972,1995,345000
5,1620,2,462,780,780,2,7,1969,1969,152000
9,1766,3,478,1766,1766,2,7,2009,2009,370878
6,981,2,576,981,981,1,5,1971,1971,143250
5,1048,2,420,0,1048,1,7,1950,1950,98300
6,1094,2,495,1094,1094,1,5,1953,1953,155000
6,1839,2,442,756,1051,1,7,1966,1966,155000
4,630,0,0,630,630,1,3,1970,1970,84500
7,1665,2,562,813,822,2,7,2007,2007,205950
4,1510,1,296,755,755,1,7,1940,1950,108000
7,1716,2,512,880,909,2,7,1996,1996,191000
6,1469,1,216,756,756,1,7,1906,1995,135000
8,2113,3,839,2109,2113,2,7,1995,1995,350000
6,1092,1,264,525,525,1,6,1971,1971,88000
5,1053,1,312,1053,1053,1,5,1959,2006,145500
7,1502,1,270,776,851,1,6,1931,2000,149000
6,1458,1,330,912,912,1,6,1948,1950,97500
5,1486,2,480,1486,1486,1,7,1964,1999,167000
7,1935,2,550,793,1142,2,7,1976,1976,197900
8,2448,3,711,1629,1686,2,8,1994,2005,402000
6,1392,2,576,1392,1392,1,5,1968,1968,110000
4,1181,2,588,1138,1181,2,6,1972,1972,137500
8,2097,3,1134,2077,2097,1,8,2005,2006,423000
8,1936,2,504,1406,1454,2,7,2000,2000,230500
6,2380,2,596,1021,1465,2,7,1965,1979,129000
6,1679,2,575,1408,1679,2,7,1994,1998,193500
5,1437,2,576,1188,1437,1,6,1956,1987,168000
4,1180,1,252,700,1180,1,5,1922,1950,137500
6,1476,2,540,738,738,2,7,2005,2005,173500
6,1369,1,300,672,697,2,6,1925,1950,103600
6,1208,2,546,1208,1208,1,6,1977,1977,165000
6,1839,2,416,1477,1839,2,7,1957,2004,257500
6,1136,1,384,1136,1136,1,5,1965,1965,140000
6,1441,2,440,855,855,2,7,1978,1978,148500
4,1774,3,779,1095,1095,2,8,1900,1950,87000
5,792,1,240,768,792,1,5,1924,2006,109500
8,2046,3,834,2046,2046,2,7,2008,2008,372500
5,988,2,572,988,988,1,5,1961,1961,128500
6,923,1,264,923,923,2,5,1980,1980,143000
5,1520,1,281,793,848,1,6,1932,2000,159434
6,1291,2,431,1291,1291,1,6,1996,1997,173000
9,1668,3,702,1626,1668,2,7,2002,2002,285000
7,1839,2,486,1195,1195,2,7,1998,1998,221000
7,2090,2,577,1190,1190,2,6,1984,1984,207500
7,1761,2,578,874,874,3,7,2007,2007,227875
7,1102,2,480,551,551,2,4,2004,2004,148800
8,1419,2,567,1419,1419,2,7,2007,2007,392000
6,1362,2,460,1362,1362,2,6,2005,2006,194700
6,848,2,420,848,848,1,3,2004,2004,141000
10,4316,3,832,2444,2444,3,10,1994,1995,755000
7,2519,2,628,1210,1238,2,9,1989,1990,335000
5,1073,1,326,1073,1073,1,4,1921,1968,108480
5,1539,2,576,927,1067,1,5,1936,1950,141500
6,1137,2,551,1112,1137,2,5,1987,1987,176000
5,616,1,205,616,616,1,4,1921,1950,89000
5,1148,1,308,980,1148,1,6,1952,1952,123500
5,894,1,336,894,894,1,5,1965,2009,138500
7,1391,2,530,1391,1391,2,5,2004,2004,196000
8,1800,3,765,1800,1800,2,7,2002,2002,312500
7,1164,2,528,1164,1164,1,6,1969,1969,140000
8,2576,3,666,1234,1264,2,10,2006,2006,361919
5,1812,2,672,360,1032,2,8,1900,1996,140000
7,1484,2,606,1473,1484,2,7,2004,2005,213000
4,1092,0,0,0,372,2,7,1930,1950,55000
7,1824,2,739,1643,1824,2,5,1971,2002,302000
8,1324,2,550,1324,1324,2,6,2006,2006,254000
7,1456,2,400,728,728,2,8,2007,2007,179540
5,904,1,408,876,904,1,6,1966,1966,109900
3,729,0,0,270,729,1,5,1935,2003,52000
4,1178,1,384,859,859,1,7,1900,1950,102776
8,1228,2,472,1228,1228,2,5,1988,1989,189000
4,960,2,576,960,960,1,6,1970,1970,129000
6,1479,2,475,725,725,2,6,1976,2005,130500
6,1350,2,478,1064,1350,2,7,1974,1974,165000
7,2554,2,704,718,1576,1,8,1890,1998,159500
5,1178,2,439,1176,1178,1,5,1973,2000,157000
7,2418,3,983,1311,1325,2,9,1993,1994,341000
5,971,1,300,971,971,1,5,1969,1969,128500
8,1742,2,564,1742,1742,2,5,1985,1985,275000
6,848,2,420,848,848,1,3,2004,2004,143000
4,864,2,463,864,864,1,5,1970,1970,124500
4,1470,1,548,941,997,2,7,1954,1972,135000
9,1698,3,768,1698,1698,2,8,2007,2008,320000
4,864,2,660,864,864,1,5,1970,1970,120500
6,1680,2,540,880,1680,2,5,1988,2007,222000
7,1232,2,632,1232,1232,2,6,2007,2007,194500
5,1776,3,888,1584,1776,2,9,1958,1958,110000
4,1208,2,539,780,848,1,5,1925,1950,103000
8,1616,2,608,1595,1616,2,5,1995,1996,236500
7,1146,2,438,868,1146,2,6,2003,2003,187500
7,2031,2,541,1153,1153,2,8,1998,1999,222500
5,1144,1,264,864,1144,1,6,1961,1983,131400
5,948,1,300,948,948,1,6,1968,1968,108000
7,1768,2,320,880,880,1,6,1914,1970,163000
3,1040,2,400,0,1040,2,6,1950,1950,93500
8,1801,3,800,893,901,2,8,2005,2005,239900
5,1200,0,0,1200,1200,3,5,1987,1988,179000
7,1728,2,572,864,864,2,7,2004,2004,190000
5,1432,2,360,264,768,2,7,1910,2002,132000
6,912,1,288,912,912,1,5,1961,1996,142000
7,1349,2,539,1349,1349,2,6,2000,2001,179000
5,1464,2,480,520,1464,2,6,1963,1999,175000
8,1337,2,462,1337,1337,2,5,1993,1993,180000
8,2715,2,831,1142,1175,3,11,1976,1996,299800
7,2256,2,554,952,980,2,8,2000,2000,236000
7,2640,4,864,1240,1320,1,8,1880,2003,265979
7,1720,2,527,1720,1720,2,7,1996,1996,260400
4,1529,1,240,0,1088,2,9,1945,1950,98000
4,1140,0,0,576,792,1,7,1910,2004,96500
7,1320,2,400,660,660,2,6,2003,2003,162000
6,1494,2,576,1479,1494,2,6,1997,1997,217000
8,2098,3,878,1030,1038,2,8,2005,2005,275500
6,1026,2,440,1026,1026,1,5,1969,2005,156000
6,1471,2,440,729,742,2,6,1999,1999,172500
8,1768,2,578,866,866,2,7,2007,2007,212000
6,1386,2,440,672,672,2,6,1978,1978,158900
7,1501,2,440,744,757,2,6,1999,1999,179400
8,2531,3,752,1318,1328,2,9,1995,1995,290000
6,864,1,300,864,864,1,5,1959,1959,127500
5,1301,2,440,1145,1301,1,5,1924,1950,100000
7,1547,2,614,756,764,2,7,2009,2009,215200
8,2365,3,856,1252,1268,2,8,1999,1999,337000
8,1494,2,481,1494,1494,1,6,1995,1996,270000
9,1506,2,592,1498,1506,2,6,2008,2008,264132
7,1714,2,496,980,980,2,7,1988,1988,196500
6,1750,1,423,983,983,2,7,1940,1985,160000
7,1836,2,484,1860,1836,2,8,2004,2005,216837
8,3279,3,841,1650,1690,3,12,2003,2003,538000
5,858,2,576,858,858,1,5,1982,1982,134900
4,1220,2,396,836,1220,1,6,1951,1951,102000
6,1117,2,672,1029,1117,1,6,1976,1976,107000
5,912,1,275,912,912,1,5,1958,1958,114500
8,1973,3,895,1935,1973,2,9,2006,2006,395000
6,1204,2,412,1204,1204,2,5,1998,1998,162000
7,1614,3,865,1614,1614,2,7,2005,2006,221500
5,894,2,440,864,894,1,5,1974,1974,142500
5,2020,2,630,0,2020,2,10,1977,1977,144000
6,1004,2,504,975,1004,1,4,1977,1977,135000
7,1253,2,402,1237,1253,2,6,1995,1996,176000
6,1603,2,484,761,810,2,7,1992,1992,175900
7,1430,2,605,1413,1430,2,6,2001,2002,187100
5,1110,2,602,1097,1110,1,4,1978,1978,165500
6,1484,0,0,742,742,2,9,1914,2001,128000
6,1342,2,457,1372,1342,2,7,1967,1967,161500
5,1652,1,416,686,966,2,7,1915,1950,139000
7,2084,2,618,956,956,2,8,2004,2004,233000
4,901,1,281,901,901,1,4,1954,2000,107900
6,2087,2,444,832,976,2,9,1966,2007,187500
7,1145,2,397,1145,1145,2,5,2005,2006,160200
6,1062,2,539,1029,1062,1,5,1976,1976,146800
7,2013,2,455,1117,1127,2,8,1996,1997,269790
8,1496,2,474,1496,1496,2,7,2007,2007,225000
7,1895,2,409,712,1086,2,7,1994,1996,194500
6,1564,2,476,650,888,2,7,1980,1981,171000
6,1285,2,528,660,1285,1,7,1977,1977,143500
5,773,1,240,773,773,1,4,1953,1953,110000
9,3140,3,820,1926,1966,3,11,2008,2009,485000
5,1768,1,240,731,981,1,7,1937,1950,175000
6,1688,2,603,616,616,2,8,1997,1997,200000
4,1196,2,440,1196,1196,1,5,1916,1990,109900
7,1456,2,410,728,728,2,7,2005,2005,189000
9,2822,3,1020,1734,1734,3,12,2008,2009,582933
5,1128,1,286,936,1128,1,5,1954,1954,118000
7,1428,2,554,1417,1428,2,6,2008,2008,227680
5,980,1,384,980,980,2,6,1967,1967,135500
5,1576,2,528,1324,1072,1,6,1923,2004,223500
5,1086,2,484,1024,1086,1,6,1966,1966,159950
5,2138,2,360,849,1075,2,11,1898,1965,106000
6,1309,2,484,1040,1309,1,5,1974,1999,181000
6,848,2,420,848,848,1,4,2004,2004,144500
5,1044,2,504,540,1044,1,4,1952,1952,55993
6,1442,1,301,1442,1442,1,7,1958,1958,157900
5,1250,1,280,686,686,1,7,1918,1950,116000
7,1661,2,598,1649,1661,2,6,1998,1998,224900
5,1008,1,275,1008,1008,1,4,1954,1954,137000
8,1689,3,857,1568,1689,2,7,2002,2002,271000
6,1052,2,440,1010,1052,1,6,1971,1971,155000
7,1358,2,484,1358,1358,2,6,2009,2010,224000
7,1640,2,595,798,798,2,6,2003,2003,183000
4,936,2,576,936,936,1,4,1953,1953,93000
7,1733,2,433,847,847,2,7,2003,2003,225000
6,1489,1,240,778,944,2,7,1940,1950,139500
8,1489,2,776,1489,1489,2,7,2006,2006,232600
10,2084,3,1220,2078,2084,2,7,2007,2008,385000
5,784,0,0,784,784,1,5,1924,1950,109500
7,1434,2,527,1454,1434,2,6,2001,2001,189000
5,2126,2,538,1013,1160,2,7,1967,1967,185000
7,1223,2,480,600,520,2,4,2005,2005,147400
6,1392,2,458,1392,1392,1,6,1957,1957,166000
7,1200,2,480,600,520,2,4,2005,2005,151000
7,1829,2,613,941,941,2,7,2003,2003,237000
6,1516,2,472,1516,1516,1,6,1964,1964,167000
5,1144,2,456,1144,1144,1,6,1961,1961,139950
4,1067,2,436,1067,1067,2,4,1950,1995,128000
5,1559,2,812,1559,1559,1,5,1948,1973,153500
6,987,1,264,483,483,1,5,1973,1973,100000
5,1099,1,352,1099,1099,1,6,1995,2006,144000
5,1200,1,240,768,768,1,6,1946,1995,130500
6,1482,1,400,672,810,2,7,1925,1950,140000
5,1539,2,686,650,958,2,8,1904,2002,157500
6,1165,2,490,1127,1165,1,6,1966,1966,174900
5,1800,0,0,1800,1800,2,10,1961,1961,141000
5,1416,3,720,876,876,1,7,1915,1950,153900
5,1701,2,611,1390,1701,2,6,1975,1981,171000
7,1775,2,425,740,1006,2,7,1993,1993,213000
5,864,1,338,864,864,1,5,1972,1972,133500
6,2358,2,360,907,1307,3,10,1908,1997,240000
6,1855,2,512,528,1094,2,7,1976,1994,187000
6,848,2,420,848,848,1,3,2003,2003,131500
8,1456,2,400,1273,1456,2,7,2003,2003,215000
7,1646,1,240,918,918,2,7,1941,1950,164000
6,1445,2,645,1127,1445,1,7,1964,1964,158000
5,1779,2,454,1763,1779,1,6,1955,1974,170000
5,1040,1,260,1040,1040,1,6,1962,2010,127000
6,1026,2,576,940,1026,1,5,1978,1978,147000
6,1481,2,343,702,702,2,6,1994,1995,174000
7,1370,2,479,1090,1370,2,6,1976,1976,152000
6,2654,2,619,1054,1512,2,9,1968,1984,250000
7,1426,1,216,912,912,1,7,1918,1998,189950
5,1039,2,504,1039,1039,1,6,1965,1965,131500
6,1097,2,480,1040,1097,2,6,1984,1985,152000
5,1148,1,672,1148,1148,1,6,1959,1959,132500
7,1372,2,529,1372,1372,2,6,2007,2008,250580
5,1002,2,902,1002,1002,1,5,1970,1970,148500
8,1646,3,870,1638,1646,2,6,2006,2007,248900
4,1120,2,544,1040,1120,1,5,1961,1961,129000
5,2320,2,672,0,1547,2,7,1948,1950,169000
7,1949,2,574,1050,1062,2,8,1993,1994,236000
5,894,1,308,894,894,1,5,1962,1962,109500
6,1682,2,523,804,804,2,7,1998,1998,200500
5,910,2,414,105,910,1,5,1953,1996,116000
5,1268,1,288,832,1036,1,6,1949,1950,133000
5,1131,1,200,676,676,1,5,1941,1950,66500
8,2610,2,550,1184,1184,2,11,2007,2007,303477
4,1040,2,648,1064,1040,1,5,1963,1963,132250
9,2224,3,738,1462,1462,2,10,2004,2005,350000
5,1155,2,576,1109,1155,1,6,1961,1995,148000
5,864,1,336,864,864,1,6,1978,2005,136500
5,1090,2,450,1090,1090,1,5,2005,2006,157000
7,1717,2,400,1156,1187,2,7,1990,1991,187500
6,1593,2,389,808,808,2,7,1992,1993,178000
4,2230,1,440,795,954,1,10,1912,1950,118500
5,892,1,288,892,892,1,5,1967,1967,100000
9,1709,2,506,1698,1709,2,5,1999,2000,328900
5,1712,2,588,1626,1712,2,8,1959,2005,145000
5,1393,1,300,816,872,1,8,1955,1955,135500
8,2217,2,621,2217,2217,2,8,1970,1970,268000
6,1505,2,505,1505,1505,1,6,1953,1953,149500
5,924,2,576,672,672,1,6,1949,2006,122900
6,1683,2,440,918,918,2,7,1978,1978,172500
6,1068,1,264,1059,1068,1,6,1963,2003,154500
5,1383,1,354,1383,1383,1,6,1954,1954,165000
5,1535,2,400,0,1535,2,8,1979,1979,118858
6,1796,2,483,780,983,1,8,1963,1963,140000
4,951,1,327,951,951,1,6,1936,1950,106500
5,2240,2,528,0,1120,2,12,1979,1979,142953
9,2364,3,820,2330,2364,2,11,2009,2010,611657
5,1236,1,288,912,1236,1,6,1961,1994,135000
4,858,1,684,858,858,1,4,1971,1971,110000
5,1306,1,756,992,1306,1,5,1957,2000,153000
7,1509,2,393,783,807,2,8,2003,2003,180000
7,1670,3,690,1670,1670,2,7,2006,2006,240000
5,902,1,288,876,902,1,6,1967,1967,125500
5,1063,1,280,1056,1063,1,6,1954,1954,128000
8,1636,3,865,1623,1636,2,8,2006,2006,255000
7,2057,1,180,1017,1020,1,6,1936,1987,250000
5,902,2,484,864,902,1,5,1983,1983,131000
6,1484,2,390,742,742,2,8,2005,2005,174000
5,2274,2,480,1105,1105,2,12,1960,1960,154300
5,1268,1,252,1268,1268,1,5,1977,1989,143500
5,1015,1,450,768,1015,1,6,1925,1950,88000
5,2002,3,871,1001,1001,2,8,1949,1950,145000
6,1224,2,528,612,612,2,4,2009,2009,173733
4,1092,1,286,546,546,1,6,1970,1970,75000
2,480,1,308,480,480,0,4,1949,1950,35311
4,1229,1,284,1134,1229,1,6,1956,1956,135000
7,2127,3,833,1104,912,2,8,1991,1991,238000
6,1414,2,601,1184,1414,1,6,1958,2002,176500
6,1721,2,471,928,936,2,7,1994,1994,201000
5,2200,0,0,1272,1272,2,9,1900,2003,145900
6,1316,2,397,1316,1316,2,6,2005,2006,169990
6,1617,2,533,1604,1617,2,5,1993,1994,193000
6,1686,2,612,1686,1686,2,7,1980,1980,207500
5,1126,2,540,1126,1126,2,6,1977,1977,175000
8,2374,3,656,1181,1234,2,10,2003,2004,285000
7,1978,2,486,832,1098,2,9,1968,1968,176000
8,1788,2,522,1753,1788,2,7,2001,2001,236500
7,2236,2,642,964,993,2,8,1997,1997,222000
8,1466,3,610,1466,1466,2,7,2007,2007,201000
5,925,1,429,925,925,1,5,1965,1965,117500
9,1905,3,788,1905,1905,2,8,2006,2006,320000
7,1500,2,570,1500,1500,2,6,2004,2004,190000
7,2069,2,505,585,2069,2,9,1960,2007,242000
4,747,2,528,600,747,1,5,1926,1953,79900
7,1200,2,555,1176,1200,2,5,2003,2003,184900
7,1971,2,689,1113,1113,2,8,2005,2005,253000
7,1962,3,868,1391,1391,2,7,2006,2006,239799
7,2403,1,349,1032,1207,2,10,1940,1950,244400
6,1728,2,574,1728,1728,2,8,1976,1976,150900
7,2060,2,390,992,1022,2,8,1999,1999,214000
4,1440,0,0,1440,1440,2,8,1977,1977,150000
5,1632,2,576,1632,1632,2,8,1967,1967,143000
6,1344,2,525,819,1344,1,7,1958,1958,137500
5,1869,2,456,1088,1188,1,7,1890,1996,124900
5,1144,1,796,1144,1144,1,6,1959,1959,143000
8,1629,3,808,1616,1629,2,9,2002,2003,270000
7,1776,2,474,936,936,2,7,2002,2002,192500
6,1381,2,676,1161,1381,1,5,1972,2006,197500
5,864,2,720,864,864,1,5,1950,2002,129000
5,965,1,300,828,965,1,6,1965,1965,119900
5,768,1,396,768,768,1,5,1972,2003,133900
5,1968,2,530,784,1168,2,7,1969,1969,172000
6,980,0,0,945,980,2,4,1975,1975,127500
6,1958,2,492,979,979,2,8,1946,1950,145000
6,1229,2,462,561,561,1,5,1980,1980,124000
5,1057,2,576,1057,1057,1,6,1962,1962,132000
7,1337,2,531,1337,1337,2,6,2003,2003,185000
7,1416,2,484,696,696,2,6,1999,1999,155000
5,858,0,0,858,858,1,4,1958,2008,116500
6,2872,2,619,1330,1542,2,11,1977,1995,272000
6,1548,2,440,804,804,2,7,1976,1976,155000
9,1800,2,702,1800,1800,2,7,2007,2007,239000
7,1894,2,510,817,824,2,8,2002,2003,214900
6,1484,2,393,783,783,2,8,2005,2007,178900
5,1308,1,256,728,976,1,7,1940,1950,160000
5,1098,1,260,1098,1098,1,6,1955,1955,135000
3,968,0,0,600,600,1,6,1910,1950,37900
6,1095,1,264,588,1095,1,6,1958,1958,140000
4,1192,0,0,720,720,1,6,1949,1950,135000
7,1626,2,474,764,764,2,6,2003,2004,173000
6,918,1,264,918,918,2,5,1979,1979,99500
7,1428,2,480,1428,1428,2,6,2007,2008,182000
7,2019,2,532,728,1136,1,8,1910,1993,167500
7,1382,2,490,673,673,2,6,2000,2000,165000
4,869,0,0,440,869,1,4,1923,1958,85500
7,1241,2,569,1241,1241,1,4,2006,2007,199900
4,894,2,400,894,894,1,5,1954,1954,110000
5,1121,2,480,1121,1121,1,5,1963,1963,139000
7,999,2,588,944,999,1,6,1961,2007,178400
8,2612,3,676,1225,1276,2,8,1998,1999,336000
7,1266,2,388,1266,1266,2,6,2007,2007,159895
8,2290,2,779,1128,1149,2,9,2002,2002,255900
5,1734,2,539,0,1302,2,8,1977,1977,126000
5,1164,1,240,1164,1164,1,5,1950,1950,125000
6,1635,1,255,485,1001,1,5,1910,2003,117000
9,1940,3,606,1930,1940,2,8,2009,2010,395192
6,2030,2,551,848,1118,2,8,1976,1976,195000
7,1576,2,614,770,778,2,6,2006,2006,197000
8,2392,3,870,1396,1407,2,7,1997,1998,348000
8,1742,2,424,916,916,1,8,1882,1986,168000
6,1851,2,440,822,1020,2,7,1964,1993,187000
6,1500,2,564,750,750,2,6,2005,2006,173900
10,1718,3,786,1700,1718,2,7,2006,2007,337500
4,1230,1,305,747,774,1,5,1946,1950,121600
5,1050,1,368,1050,1050,1,6,1961,1961,136500
6,1442,2,615,1442,1442,2,6,1970,1970,185000
3,1077,1,210,1007,1077,1,6,1922,1950,91000
7,1208,2,632,1187,1208,2,6,2006,2006,206000
3,944,2,528,0,944,1,4,1952,1952,82000
5,691,1,216,691,691,1,4,1920,1950,86000
8,1574,3,824,1574,1574,2,7,2006,2006,232000
5,1680,2,528,1680,1680,2,8,1976,1976,136905
7,1504,2,457,1346,1504,2,7,2005,2006,181000
5,985,1,328,985,985,2,6,1977,1977,149900
6,1657,2,484,1657,1657,2,7,1970,1970,163500
4,1092,1,286,546,546,1,6,1970,1970,88000
7,1710,2,550,1710,1710,2,7,2004,2005,240000
5,1522,0,0,1008,1008,2,7,1926,1950,102000
5,1271,1,312,720,720,2,7,1948,1950,135000
5,1664,0,0,0,1664,2,8,1965,1965,100000
6,1502,1,180,602,900,1,7,1923,1996,165000
5,1022,1,280,1022,1022,1,4,1910,2006,85000
6,1082,1,240,1082,1082,1,5,1948,1950,119200
8,1665,2,528,810,810,2,6,2001,2001,227000
7,1504,2,478,1504,1504,2,6,1996,1996,203000
8,1360,2,565,1220,1360,1,4,1984,1984,187500
7,1472,2,402,384,802,2,7,1991,1992,160000
7,1506,2,440,1362,1506,2,6,2005,2005,213490
4,1132,2,451,1132,1132,1,5,2005,2005,176000
7,1220,2,632,1199,1220,2,6,2006,2006,194000
5,1248,1,160,912,912,1,6,1930,1950,87000
7,1504,2,437,1346,1504,2,7,2005,2006,191000
8,2898,2,665,1565,2898,2,10,1976,1976,287000
5,882,2,461,882,882,1,5,1972,1972,112500
5,1264,2,461,1268,1264,1,6,1960,1960,167500
8,1646,3,800,1638,1646,2,7,2007,2008,293077
5,1376,1,240,768,968,1,6,1941,1950,105000
